"GEOID","NAME","total_pop","median_hh_income","white","black","ai_an","asian","hi_pi","hisp_lat","pct_white","pct_black","pct_ai_an","pct_asian","pct_hi_pi","pct_hisp_lat","pct_poc","total_hh","total_hh_owner","total_hh_renter","pct_owners","pct_renters","total_owner_more_than_4","total_owner_less_than_4","total_renter_more_than_4","total_renter_less_than_4","total_hh_more_than_4","total_hh_less_than_4","pct_owner_more_than_4","pct_renter_more_than_4","pct_total_hh_more_than_4","poc_bin","income_bin"
"06037103101","Census Tract 1031.01, Los Angeles County, California",2428,99875,1793,18,0,164,0,396,73.8,0.7,0,6.8,0,16.3,26.2,897,769,128,85.73,14.27,41,728,0,128,41,856,5.3,0,4.6,"25% - 50% P.O.C.","$95000 or more"
"06037103102","Census Tract 1031.02, Los Angeles County, California",4734,75276,2651,0,0,579,0,1322,56,0,0,12.2,0,27.9,44,1623,1195,428,73.63,26.37,121,1074,16,412,137,1486,10.1,3.7,8.4,"25% - 50% P.O.C.","$70000 - $95000"
"06037103200","Census Tract 1032, Los Angeles County, California",6349,84286,3865,105,0,437,0,1751,60.9,1.7,0,6.9,0,27.6,39.1,2226,1369,857,61.5,38.5,255,1114,17,840,272,1954,18.6,2,12.2,"25% - 50% P.O.C.","$70000 - $95000"
"06037103300","Census Tract 1033, Los Angeles County, California",3781,105909,2897,1,45,271,0,403,76.6,0,1.2,7.2,0,10.7,23.4,1288,1131,157,87.81,12.19,149,982,11,146,160,1128,13.2,7,12.4,"Less than 25% P.O.C.","$95000 or more"
"06037103400","Census Tract 1034, Los Angeles County, California",6416,89926,3472,154,0,1037,0,1573,54.1,2.4,0,16.2,0,24.5,45.9,2461,1562,899,63.47,36.53,73,1489,0,899,73,2388,4.7,0,3,"25% - 50% P.O.C.","$70000 - $95000"
"06037104103","Census Tract 1041.03, Los Angeles County, California",3431,97543,379,431,0,199,0,2401,11,12.6,0,5.8,0,70,89,849,695,154,81.86,18.14,165,530,46,108,211,638,23.7,29.9,24.9,"75% or more P.O.C.","$95000 or more"
"06037104105","Census Tract 1041.05, Los Angeles County, California",6054,54960,345,278,31,685,0,4482,5.7,4.6,0.5,11.3,0,74,94.3,1646,869,777,52.79,47.21,147,722,207,570,354,1292,16.9,26.6,21.5,"75% or more P.O.C.","$51000 - $70000"
"06037104108","Census Tract 1041.08, Los Angeles County, California",6001,51875,327,430,0,203,13,4982,5.4,7.2,0,3.4,0.2,83,94.6,1459,572,887,39.2,60.8,215,357,144,743,359,1100,37.6,16.2,24.6,"75% or more P.O.C.","$51000 - $70000"
"06037104124","Census Tract 1041.24, Los Angeles County, California",3875,77885,1224,491,22,323,0,1728,31.6,12.7,0.6,8.3,0,44.6,68.4,1232,948,284,76.95,23.05,108,840,10,274,118,1114,11.4,3.5,9.6,"50% - 75% P.O.C.","$70000 - $95000"
"06037104201","Census Tract 1042.01, Los Angeles County, California",4569,60129,56,401,31,0,0,4081,1.2,8.8,0.7,0,0,89.3,98.8,941,663,278,70.46,29.54,357,306,92,186,449,492,53.8,33.1,47.7,"75% or more P.O.C.","$51000 - $70000"
"06037104203","Census Tract 1042.03, Los Angeles County, California",5441,49609,82,446,0,68,0,4817,1.5,8.2,0,1.2,0,88.5,98.5,1169,578,591,49.44,50.56,281,297,203,388,484,685,48.6,34.3,41.4,"75% or more P.O.C.","Less than $51000"
"06037104204","Census Tract 1042.04, Los Angeles County, California",3679,59000,359,139,0,246,0,2870,9.8,3.8,0,6.7,0,78,90.2,764,496,268,64.92,35.08,171,325,111,157,282,482,34.5,41.4,36.9,"75% or more P.O.C.","$51000 - $70000"
"06037104310","Census Tract 1043.10, Los Angeles County, California",4962,74940,68,96,8,18,0,4744,1.4,1.9,0.2,0.4,0,95.6,98.6,849,635,214,74.79,25.21,268,367,132,82,400,449,42.2,61.7,47.1,"75% or more P.O.C.","$70000 - $95000"
"06037104320","Census Tract 1043.20, Los Angeles County, California",5292,56021,139,244,2,58,0,4718,2.6,4.6,0,1.1,0,89.2,97.4,1331,632,699,47.48,52.52,245,387,86,613,331,1000,38.8,12.3,24.9,"75% or more P.O.C.","$51000 - $70000"
"06037104401","Census Tract 1044.01, Los Angeles County, California",3270,69000,65,14,0,36,0,3155,2,0.4,0,1.1,0,96.5,98,664,410,254,61.75,38.25,221,189,98,156,319,345,53.9,38.6,48,"75% or more P.O.C.","$51000 - $70000"
"06037104403","Census Tract 1044.03, Los Angeles County, California",3341,60804,15,0,0,135,0,3191,0.4,0,0,4,0,95.5,99.6,665,415,250,62.41,37.59,200,215,157,93,357,308,48.2,62.8,53.7,"75% or more P.O.C.","$51000 - $70000"
"06037104404","Census Tract 1044.04, Los Angeles County, California",3084,56974,80,62,0,67,0,2867,2.6,2,0,2.2,0,93,97.4,678,309,369,45.58,54.42,132,177,115,254,247,431,42.7,31.2,36.4,"75% or more P.O.C.","$51000 - $70000"
"06037104500","Census Tract 1045, Los Angeles County, California",3025,64229,25,1,4,0,0,2991,0.8,0,0.1,0,0,98.9,99.2,625,465,160,74.4,25.6,169,296,77,83,246,379,36.3,48.1,39.4,"75% or more P.O.C.","$51000 - $70000"
"06037104610","Census Tract 1046.10, Los Angeles County, California",3386,61359,66,0,14,0,0,3291,1.9,0,0.4,0,0,97.2,98.1,703,452,251,64.3,35.7,232,220,67,184,299,404,51.3,26.7,42.5,"75% or more P.O.C.","$51000 - $70000"
"06037104620","Census Tract 1046.20, Los Angeles County, California",3528,64648,62,0,0,0,0,3466,1.8,0,0,0,0,98.2,98.2,661,406,255,61.42,38.58,200,206,168,87,368,293,49.3,65.9,55.7,"75% or more P.O.C.","$51000 - $70000"
"06037104701","Census Tract 1047.01, Los Angeles County, California",4402,35357,58,145,0,15,26,4158,1.3,3.3,0,0.3,0.6,94.5,98.7,926,201,725,21.71,78.29,85,116,373,352,458,468,42.3,51.4,49.5,"75% or more P.O.C.","Less than $51000"
"06037104703","Census Tract 1047.03, Los Angeles County, California",2174,41875,130,173,15,0,0,1856,6,8,0.7,0,0,85.4,94,572,213,359,37.24,62.76,63,150,96,263,159,413,29.6,26.7,27.8,"75% or more P.O.C.","Less than $51000"
"06037104704","Census Tract 1047.04, Los Angeles County, California",4321,43338,275,555,0,89,0,3377,6.4,12.8,0,2.1,0,78.2,93.6,1199,743,456,61.97,38.03,157,586,139,317,296,903,21.1,30.5,24.7,"75% or more P.O.C.","Less than $51000"
"06037104810","Census Tract 1048.10, Los Angeles County, California",5631,74149,188,12,23,47,0,5361,3.3,0.2,0.4,0.8,0,95.2,96.7,1095,797,298,72.79,27.21,349,448,160,138,509,586,43.8,53.7,46.5,"75% or more P.O.C.","$70000 - $95000"
"06037104821","Census Tract 1048.21, Los Angeles County, California",3551,70231,165,86,0,119,0,3170,4.6,2.4,0,3.4,0,89.3,95.4,795,422,373,53.08,46.92,189,233,107,266,296,499,44.8,28.7,37.2,"75% or more P.O.C.","$70000 - $95000"
"06037104822","Census Tract 1048.22, Los Angeles County, California",2839,60515,68,35,0,142,0,2573,2.4,1.2,0,5,0,90.6,97.6,625,209,416,33.44,66.56,108,101,152,264,260,365,51.7,36.5,41.6,"75% or more P.O.C.","$51000 - $70000"
"06037106010","Census Tract 1060.10, Los Angeles County, California",3093,89946,550,124,0,118,0,2227,17.8,4,0,3.8,0,72,82.2,959,729,230,76.02,23.98,151,578,9,221,160,799,20.7,3.9,16.7,"75% or more P.O.C.","$70000 - $95000"
"06037106020","Census Tract 1060.20, Los Angeles County, California",5420,79703,1056,54,0,71,0,4187,19.5,1,0,1.3,0,77.3,80.5,1451,1186,265,81.74,18.26,292,894,79,186,371,1080,24.6,29.8,25.6,"75% or more P.O.C.","$70000 - $95000"
"06037106111","Census Tract 1061.11, Los Angeles County, California",4191,95288,1136,185,22,422,0,2378,27.1,4.4,0.5,10.1,0,56.7,72.9,1298,1151,147,88.67,11.33,212,939,17,130,229,1069,18.4,11.6,17.6,"50% - 75% P.O.C.","$95000 or more"
"06037106112","Census Tract 1061.12, Los Angeles County, California",5611,95625,1030,158,0,432,19,3895,18.4,2.8,0,7.7,0.3,69.4,81.6,1447,1184,263,81.82,18.18,243,941,53,210,296,1151,20.5,20.2,20.5,"75% or more P.O.C.","$95000 or more"
"06037106113","Census Tract 1061.13, Los Angeles County, California",3697,96667,571,140,27,309,0,2650,15.4,3.8,0.7,8.4,0,71.7,84.6,982,784,198,79.84,20.16,134,650,50,148,184,798,17.1,25.3,18.7,"75% or more P.O.C.","$95000 or more"
"06037106114","Census Tract 1061.14, Los Angeles County, California",6324,58194,227,208,0,285,0,5583,3.6,3.3,0,4.5,0,88.3,96.4,1594,703,891,44.1,55.9,149,554,263,628,412,1182,21.2,29.5,25.8,"75% or more P.O.C.","$51000 - $70000"
"06037106403","Census Tract 1064.03, Los Angeles County, California",3667,72604,280,62,0,7,0,3318,7.6,1.7,0,0.2,0,90.5,92.4,828,664,164,80.19,19.81,254,410,47,117,301,527,38.3,28.7,36.4,"75% or more P.O.C.","$70000 - $95000"
"06037106405","Census Tract 1064.05, Los Angeles County, California",4758,59352,808,308,0,65,0,3540,17,6.5,0,1.4,0,74.4,83,1184,468,716,39.53,60.47,115,353,144,572,259,925,24.6,20.1,21.9,"75% or more P.O.C.","$51000 - $70000"
"06037106406","Census Tract 1064.06, Los Angeles County, California",5839,85115,1238,60,0,418,0,4014,21.2,1,0,7.2,0,68.7,78.8,1660,1268,392,76.39,23.61,337,931,89,303,426,1234,26.6,22.7,25.7,"75% or more P.O.C.","$70000 - $95000"
"06037106407","Census Tract 1064.07, Los Angeles County, California",3119,34327,388,492,0,133,0,2073,12.4,15.8,0,4.3,0,66.5,87.6,913,204,709,22.34,77.66,37,167,145,564,182,731,18.1,20.5,19.9,"75% or more P.O.C.","Less than $51000"
"06037106408","Census Tract 1064.08, Los Angeles County, California",3667,60199,149,92,0,119,0,3295,4.1,2.5,0,3.2,0,89.9,95.9,956,179,777,18.72,81.28,54,125,169,608,223,733,30.2,21.8,23.3,"75% or more P.O.C.","$51000 - $70000"
"06037106510","Census Tract 1065.10, Los Angeles County, California",5618,85521,778,269,0,438,0,4077,13.8,4.8,0,7.8,0,72.6,86.2,1635,1129,506,69.05,30.95,118,1011,115,391,233,1402,10.5,22.7,14.3,"75% or more P.O.C.","$70000 - $95000"
"06037106520","Census Tract 1065.20, Los Angeles County, California",5920,63924,502,16,0,126,0,5264,8.5,0.3,0,2.1,0,88.9,91.5,1433,983,450,68.6,31.4,265,718,172,278,437,996,27,38.2,30.5,"75% or more P.O.C.","$51000 - $70000"
"06037106603","Census Tract 1066.03, Los Angeles County, California",3156,112404,1663,70,0,731,37,548,52.7,2.2,0,23.2,1.2,17.4,47.3,990,867,123,87.58,12.42,114,753,38,85,152,838,13.1,30.9,15.4,"25% - 50% P.O.C.","$95000 or more"
"06037106604","Census Tract 1066.04, Los Angeles County, California",5068,60350,250,55,0,108,1,4623,4.9,1.1,0,2.1,0,91.2,95.1,1230,587,643,47.72,52.28,194,393,217,426,411,819,33,33.7,33.4,"75% or more P.O.C.","$51000 - $70000"
"06037106641","Census Tract 1066.41, Los Angeles County, California",2372,110357,1586,6,0,455,0,199,66.9,0.3,0,19.2,0,8.4,33.1,794,717,77,90.3,9.7,82,635,6,71,88,706,11.4,7.8,11.1,"25% - 50% P.O.C.","$95000 or more"
"06037106642","Census Tract 1066.42, Los Angeles County, California",2961,109063,1574,170,0,338,0,693,53.2,5.7,0,11.4,0,23.4,46.8,1034,933,101,90.23,9.77,68,865,26,75,94,940,7.3,25.7,9.1,"25% - 50% P.O.C.","$95000 or more"
"06037106643","Census Tract 1066.43, Los Angeles County, California",4577,164125,2796,82,20,978,0,618,61.1,1.8,0.4,21.4,0,13.5,38.9,1355,1229,126,90.7,9.3,144,1085,1,125,145,1210,11.7,0.8,10.7,"25% - 50% P.O.C.","$95000 or more"
"06037106645","Census Tract 1066.45, Los Angeles County, California",3650,113940,2245,56,14,659,0,624,61.5,1.5,0.4,18.1,0,17.1,38.5,1135,1036,99,91.28,8.72,183,853,34,65,217,918,17.7,34.3,19.1,"25% - 50% P.O.C.","$95000 or more"
"06037106646","Census Tract 1066.46, Los Angeles County, California",3161,110734,1401,157,4,575,16,899,44.3,5,0.1,18.2,0.5,28.4,55.7,967,870,97,89.97,10.03,115,755,10,87,125,842,13.2,10.3,12.9,"50% - 75% P.O.C.","$95000 or more"
"06037106648","Census Tract 1066.48, Los Angeles County, California",4546,68426,128,12,0,6,0,4394,2.8,0.3,0,0.1,0,96.7,97.2,1084,475,609,43.82,56.18,158,317,194,415,352,732,33.3,31.9,32.5,"75% or more P.O.C.","$51000 - $70000"
"06037106649","Census Tract 1066.49, Los Angeles County, California",2661,87039,221,70,7,501,5,1766,8.3,2.6,0.3,18.8,0.2,66.4,91.7,697,531,166,76.18,23.82,134,397,43,123,177,520,25.2,25.9,25.4,"75% or more P.O.C.","$70000 - $95000"
"06037107010","Census Tract 1070.10, Los Angeles County, California",3141,69934,88,14,8,20,0,2997,2.8,0.4,0.3,0.6,0,95.4,97.2,735,561,174,76.33,23.67,274,287,57,117,331,404,48.8,32.8,45,"75% or more P.O.C.","$51000 - $70000"
"06037107020","Census Tract 1070.20, Los Angeles County, California",5317,84289,217,18,0,418,0,4648,4.1,0.3,0,7.9,0,87.4,95.9,1229,904,325,73.56,26.44,277,627,137,188,414,815,30.6,42.2,33.7,"75% or more P.O.C.","$70000 - $95000"
"06037108101","Census Tract 1081.01, Los Angeles County, California",2327,121563,1328,83,0,513,0,323,57.1,3.6,0,22,0,13.9,42.9,777,645,132,83.01,16.99,35,610,34,98,69,708,5.4,25.8,8.9,"25% - 50% P.O.C.","$95000 or more"
"06037108102","Census Tract 1081.02, Los Angeles County, California",3552,100938,1932,130,0,1109,0,322,54.4,3.7,0,31.2,0,9.1,45.6,1217,1001,216,82.25,17.75,79,922,55,161,134,1083,7.9,25.5,11,"25% - 50% P.O.C.","$95000 or more"
"06037108103","Census Tract 1081.03, Los Angeles County, California",3099,146932,1789,0,10,824,20,356,57.7,0,0.3,26.6,0.6,11.5,42.3,1016,927,89,91.24,8.76,86,841,0,89,86,930,9.3,0,8.5,"25% - 50% P.O.C.","$95000 or more"
"06037108104","Census Tract 1081.04, Los Angeles County, California",1836,152321,930,96,0,644,0,136,50.7,5.2,0,35.1,0,7.4,49.3,570,480,90,84.21,15.79,61,419,41,49,102,468,12.7,45.6,17.9,"25% - 50% P.O.C.","$95000 or more"
"06037108201","Census Tract 1082.01, Los Angeles County, California",5460,129688,2001,357,0,2544,0,306,36.6,6.5,0,46.6,0,5.6,63.4,1847,1497,350,81.05,18.95,99,1398,16,334,115,1732,6.6,4.6,6.2,"50% - 75% P.O.C.","$95000 or more"
"06037108202","Census Tract 1082.02, Los Angeles County, California",7487,97188,2482,588,34,3566,0,505,33.2,7.9,0.5,47.6,0,6.7,66.8,2723,1897,826,69.67,30.33,265,1632,38,788,303,2420,14,4.6,11.1,"50% - 75% P.O.C.","$95000 or more"
"06037109100","Census Tract 1091, Los Angeles County, California",2797,67750,681,8,7,330,0,1771,24.3,0.3,0.3,11.8,0,63.3,75.7,772,576,196,74.61,25.39,153,423,42,154,195,577,26.6,21.4,25.3,"75% or more P.O.C.","$51000 - $70000"
"06037109200","Census Tract 1092, Los Angeles County, California",2846,117857,969,36,0,713,0,1082,34,1.3,0,25.1,0,38,66,944,748,196,79.24,20.76,133,615,0,196,133,811,17.8,0,14.1,"50% - 75% P.O.C.","$95000 or more"
"06037109300","Census Tract 1093, Los Angeles County, California",2962,86316,1054,26,0,503,0,1297,35.6,0.9,0,17,0,43.8,64.4,920,767,153,83.37,16.63,75,692,7,146,82,838,9.8,4.6,8.9,"50% - 75% P.O.C.","$70000 - $95000"
"06037109400","Census Tract 1094, Los Angeles County, California",3903,82215,539,33,0,127,253,2898,13.8,0.8,0,3.3,6.5,74.3,86.2,1113,794,319,71.34,28.66,196,598,54,265,250,863,24.7,16.9,22.5,"75% or more P.O.C.","$70000 - $95000"
"06037109500","Census Tract 1095, Los Angeles County, California",4832,33387,174,65,0,111,0,4482,3.6,1.3,0,2.3,0,92.8,96.4,1038,590,448,56.84,43.16,251,339,162,286,413,625,42.5,36.2,39.8,"75% or more P.O.C.","Less than $51000"
"06037109601","Census Tract 1096.01, Los Angeles County, California",4945,93778,784,50,0,525,0,3453,15.9,1,0,10.6,0,69.8,84.1,1281,1085,196,84.7,15.3,301,784,54,142,355,926,27.7,27.6,27.7,"75% or more P.O.C.","$70000 - $95000"
"06037109603","Census Tract 1096.03, Los Angeles County, California",4297,56970,500,40,0,622,0,3042,11.6,0.9,0,14.5,0,70.8,88.4,1314,736,578,56.01,43.99,174,562,101,477,275,1039,23.6,17.5,20.9,"75% or more P.O.C.","$51000 - $70000"
"06037109604","Census Tract 1096.04, Los Angeles County, California",3195,92500,531,27,28,381,0,2198,16.6,0.8,0.9,11.9,0,68.8,83.4,918,734,184,79.96,20.04,183,551,0,184,183,735,24.9,0,19.9,"75% or more P.O.C.","$70000 - $95000"
"06037109700","Census Tract 1097, Los Angeles County, California",4616,101709,1464,467,0,678,0,1949,31.7,10.1,0,14.7,0,42.2,68.3,1366,1147,219,83.97,16.03,171,976,54,165,225,1141,14.9,24.7,16.5,"50% - 75% P.O.C.","$95000 or more"
"06037109800","Census Tract 1098, Los Angeles County, California",5534,92356,1351,131,0,778,0,3209,24.4,2.4,0,14.1,0,58,75.6,1451,1066,385,73.47,26.53,259,807,105,280,364,1087,24.3,27.3,25.1,"75% or more P.O.C.","$70000 - $95000"
"06037111100","Census Tract 1111, Los Angeles County, California",3179,91648,986,85,5,457,0,1581,31,2.7,0.2,14.4,0,49.7,69,941,735,206,78.11,21.89,130,605,35,171,165,776,17.7,17,17.5,"50% - 75% P.O.C.","$70000 - $95000"
"06037111201","Census Tract 1112.01, Los Angeles County, California",3628,90341,1807,40,0,562,0,1201,49.8,1.1,0,15.5,0,33.1,50.2,1121,987,134,88.05,11.95,209,778,26,108,235,886,21.2,19.4,21,"50% - 75% P.O.C.","$70000 - $95000"
"06037111202","Census Tract 1112.02, Los Angeles County, California",5169,84240,2649,102,9,739,0,1574,51.2,2,0.2,14.3,0,30.5,48.8,1763,1243,520,70.5,29.5,168,1075,32,488,200,1563,13.5,6.2,11.3,"25% - 50% P.O.C.","$70000 - $95000"
"06037111204","Census Tract 1112.04, Los Angeles County, California",6114,154038,3160,207,10,1447,0,1063,51.7,3.4,0.2,23.7,0,17.4,48.3,1956,1878,78,96.01,3.99,308,1570,27,51,335,1621,16.4,34.6,17.1,"25% - 50% P.O.C.","$95000 or more"
"06037111205","Census Tract 1112.05, Los Angeles County, California",3869,77351,1070,263,0,1425,15,968,27.7,6.8,0,36.8,0.4,25,72.3,1327,706,621,53.2,46.8,33,673,162,459,195,1132,4.7,26.1,14.7,"50% - 75% P.O.C.","$70000 - $95000"
"06037111206","Census Tract 1112.06, Los Angeles County, California",4379,114275,2140,48,14,676,0,1285,48.9,1.1,0.3,15.4,0,29.3,51.1,1503,1412,91,93.95,6.05,206,1206,11,80,217,1286,14.6,12.1,14.4,"50% - 75% P.O.C.","$95000 or more"
"06037111301","Census Tract 1113.01, Los Angeles County, California",7552,66861,2468,443,0,2089,0,2240,32.7,5.9,0,27.7,0,29.7,67.3,2773,892,1881,32.17,67.83,81,811,194,1687,275,2498,9.1,10.3,9.9,"50% - 75% P.O.C.","$51000 - $70000"
"06037111302","Census Tract 1113.02, Los Angeles County, California",5163,62865,2145,477,0,1237,5,1236,41.5,9.2,0,24,0.1,23.9,58.5,1801,906,895,50.31,49.69,115,791,82,813,197,1604,12.7,9.2,10.9,"50% - 75% P.O.C.","$51000 - $70000"
"06037111400","Census Tract 1114, Los Angeles County, California",8735,61467,3376,390,0,1227,0,3724,38.6,4.5,0,14,0,42.6,61.4,2888,1087,1801,37.64,62.36,170,917,137,1664,307,2581,15.6,7.6,10.6,"50% - 75% P.O.C.","$51000 - $70000"
"06037113101","Census Tract 1131.01, Los Angeles County, California",3719,106000,2082,134,0,649,0,854,56,3.6,0,17.5,0,23,44,1112,898,214,80.76,19.24,145,753,65,149,210,902,16.1,30.4,18.9,"25% - 50% P.O.C.","$95000 or more"
"06037113102","Census Tract 1131.02, Los Angeles County, California",3021,163021,2133,63,0,321,11,472,70.6,2.1,0,10.6,0.4,15.6,29.4,981,937,44,95.51,4.49,180,757,0,44,180,801,19.2,0,18.3,"25% - 50% P.O.C.","$95000 or more"
"06037113211","Census Tract 1132.11, Los Angeles County, California",4109,91094,3069,106,0,569,0,323,74.7,2.6,0,13.8,0,7.9,25.3,1678,1382,296,82.36,17.64,91,1291,0,296,91,1587,6.6,0,5.4,"25% - 50% P.O.C.","$70000 - $95000"
"06037113212","Census Tract 1132.12, Los Angeles County, California",3494,84429,1306,131,8,906,0,1035,37.4,3.7,0.2,25.9,0,29.6,62.6,1084,626,458,57.75,42.25,25,601,38,420,63,1021,4,8.3,5.8,"50% - 75% P.O.C.","$70000 - $95000"
"06037113213","Census Tract 1132.13, Los Angeles County, California",5248,91544,1762,311,55,1115,0,1532,33.6,5.9,1,21.2,0,29.2,66.4,1695,1026,669,60.53,39.47,120,906,15,654,135,1560,11.7,2.2,8,"50% - 75% P.O.C.","$70000 - $95000"
"06037113231","Census Tract 1132.31, Los Angeles County, California",2303,112500,1449,60,0,253,0,293,62.9,2.6,0,11,0,12.7,37.1,816,665,151,81.5,18.5,63,602,20,131,83,733,9.5,13.2,10.2,"25% - 50% P.O.C.","$95000 or more"
"06037113232","Census Tract 1132.32, Los Angeles County, California",4315,113079,2625,128,0,692,0,663,60.8,3,0,16,0,15.4,39.2,1399,1202,197,85.92,14.08,58,1144,65,132,123,1276,4.8,33,8.8,"25% - 50% P.O.C.","$95000 or more"
"06037113233","Census Tract 1132.33, Los Angeles County, California",7345,46474,1405,482,0,1055,0,4299,19.1,6.6,0,14.4,0,58.5,80.9,2534,622,1912,24.55,75.45,99,523,123,1789,222,2312,15.9,6.4,8.8,"75% or more P.O.C.","Less than $51000"
"06037113234","Census Tract 1132.34, Los Angeles County, California",4823,59598,1485,209,0,865,0,2165,30.8,4.3,0,17.9,0,44.9,69.2,1508,746,762,49.47,50.53,72,674,201,561,273,1235,9.7,26.4,18.1,"50% - 75% P.O.C.","$51000 - $70000"
"06037113235","Census Tract 1132.35, Los Angeles County, California",1824,89792,982,116,39,63,0,391,53.8,6.4,2.1,3.5,0,21.4,46.2,711,473,238,66.53,33.47,8,465,37,201,45,666,1.7,15.5,6.3,"25% - 50% P.O.C.","$70000 - $95000"
"06037113237","Census Tract 1132.37, Los Angeles County, California",4194,82024,1756,646,0,478,0,1086,41.9,15.4,0,11.4,0,25.9,58.1,1458,940,518,64.47,35.53,113,827,31,487,144,1314,12,6,9.9,"50% - 75% P.O.C.","$70000 - $95000"
"06037113301","Census Tract 1133.01, Los Angeles County, California",3509,66793,1928,200,2,605,39,655,54.9,5.7,0.1,17.2,1.1,18.7,45.1,1287,605,682,47.01,52.99,53,552,74,608,127,1160,8.8,10.9,9.9,"25% - 50% P.O.C.","$51000 - $70000"
"06037113303","Census Tract 1133.03, Los Angeles County, California",4191,93656,2434,66,16,459,0,1128,58.1,1.6,0.4,11,0,26.9,41.9,1407,1234,173,87.7,12.3,83,1151,35,138,118,1289,6.7,20.2,8.4,"25% - 50% P.O.C.","$70000 - $95000"
"06037113321","Census Tract 1133.21, Los Angeles County, California",6180,76897,2427,540,0,887,84,2001,39.3,8.7,0,14.4,1.4,32.4,60.7,2544,563,1981,22.13,77.87,21,542,87,1894,108,2436,3.7,4.4,4.2,"50% - 75% P.O.C.","$70000 - $95000"
"06037113322","Census Tract 1133.22, Los Angeles County, California",4572,94983,2012,84,0,885,0,1453,44,1.8,0,19.4,0,31.8,56,1449,1150,299,79.37,20.63,150,1000,23,276,173,1276,13,7.7,11.9,"50% - 75% P.O.C.","$70000 - $95000"
"06037113401","Census Tract 1134.01, Los Angeles County, California",6550,86101,1799,132,0,1021,5,3161,27.5,2,0,15.6,0.1,48.3,72.5,1972,1372,600,69.57,30.43,177,1195,100,500,277,1695,12.9,16.7,14,"50% - 75% P.O.C.","$70000 - $95000"
"06037113421","Census Tract 1134.21, Los Angeles County, California",6879,65060,1386,398,0,969,31,3985,20.1,5.8,0,14.1,0.5,57.9,79.9,2127,398,1729,18.71,81.29,57,341,362,1367,419,1708,14.3,20.9,19.7,"75% or more P.O.C.","$51000 - $70000"
