"GEOID","NAME","total_pop","median_hh_income","white","black","ai_an","asian","hi_pi","hisp_lat","pct_white","pct_black","pct_ai_an","pct_asian","pct_hi_pi","pct_hisp_lat","pct_poc","total_hh","total_hh_owner","total_hh_renter","pct_owners","pct_renters","total_owner_more_than_4","total_owner_less_than_4","total_renter_more_than_4","total_renter_less_than_4","total_hh_more_than_4","total_hh_less_than_4","pct_owner_more_than_4","pct_renter_more_than_4","pct_total_hh_more_than_4","poc_bin","income_bin"
"06019001408","Census Tract 14.08, Fresno County, California",2677,17417,1006,75,7,268,5,1171,37.6,2.8,0.3,10,0.2,43.7,62.4,1219,224,995,18.38,81.62,51,173,36,959,87,1132,22.8,3.6,7.1,"50% - 75% P.O.C.","Less than $38000"
"06019001409","Census Tract 14.09, Fresno County, California",2174,95766,856,97,0,464,0,612,39.4,4.5,0,21.3,0,28.2,60.6,683,497,186,72.77,27.23,64,433,54,132,118,565,12.9,29,17.3,"50% - 75% P.O.C.","$68000 or more"
"06019001410","Census Tract 14.10, Fresno County, California",12169,67790,1043,585,45,3517,0,6590,8.6,4.8,0.4,28.9,0,54.2,91.4,2785,2008,777,72.1,27.9,776,1232,235,542,1011,1774,38.6,30.2,36.3,"75% or more P.O.C.","$50000 - $68000"
"06019001411","Census Tract 14.11, Fresno County, California",6926,47993,1246,358,98,1933,19,3167,18,5.2,1.4,27.9,0.3,45.7,82,2141,1026,1115,47.92,52.08,326,700,155,960,481,1660,31.8,13.9,22.5,"75% or more P.O.C.","$38000 - $50000"
"06019001412","Census Tract 14.12, Fresno County, California",2979,79750,726,32,4,902,0,1240,24.4,1.1,0.1,30.3,0,41.6,75.6,694,566,128,81.56,18.44,173,393,71,57,244,450,30.6,55.5,35.2,"75% or more P.O.C.","$68000 or more"
"06019001413","Census Tract 14.13, Fresno County, California",6823,93967,1570,166,0,1730,12,3197,23,2.4,0,25.4,0.2,46.9,77,1841,1510,331,82.02,17.98,409,1101,97,234,506,1335,27.1,29.3,27.5,"75% or more P.O.C.","$68000 or more"
"06019001414","Census Tract 14.14, Fresno County, California",8555,98477,1770,427,0,2675,24,3534,20.7,5,0,31.3,0.3,41.3,79.3,2425,2011,414,82.93,17.07,531,1480,50,364,581,1844,26.4,12.1,24,"75% or more P.O.C.","$68000 or more"
"06019001500","Census Tract 15, Fresno County, California",2407,42240,464,30,0,93,0,1811,19.3,1.2,0,3.9,0,75.2,80.7,619,342,277,55.25,44.75,85,257,105,172,190,429,24.9,37.9,30.7,"75% or more P.O.C.","$38000 - $50000"
"06019001600","Census Tract 16, Fresno County, California",5177,47406,1342,11,0,389,1,3242,25.9,0.2,0,7.5,0,62.6,74.1,1788,963,825,53.86,46.14,89,874,59,766,148,1640,9.2,7.2,8.3,"50% - 75% P.O.C.","$38000 - $50000"
"06019001700","Census Tract 17, Fresno County, California",6945,61400,1192,32,96,1159,0,4299,17.2,0.5,1.4,16.7,0,61.9,82.8,1836,952,884,51.85,48.15,224,728,248,636,472,1364,23.5,28.1,25.7,"75% or more P.O.C.","$50000 - $68000"
"06019001800","Census Tract 18, Fresno County, California",4837,58088,1285,17,0,241,0,3210,26.6,0.4,0,5,0,66.4,73.4,1318,768,550,58.27,41.73,134,634,231,319,365,953,17.4,42,27.7,"50% - 75% P.O.C.","$50000 - $68000"
"06019001900","Census Tract 19, Fresno County, California",2868,51131,458,310,20,255,0,1801,16,10.8,0.7,8.9,0,62.8,84,841,478,363,56.84,43.16,97,381,115,248,212,629,20.3,31.7,25.2,"75% or more P.O.C.","$50000 - $68000"
"06019002000","Census Tract 20, Fresno County, California",6284,27031,860,646,48,471,0,4178,13.7,10.3,0.8,7.5,0,66.5,86.3,1757,641,1116,36.48,63.52,155,486,274,842,429,1328,24.2,24.6,24.4,"75% or more P.O.C.","Less than $38000"
"06019002100","Census Tract 21, Fresno County, California",6200,38323,1436,584,0,19,0,4098,23.2,9.4,0,0.3,0,66.1,76.8,2062,1009,1053,48.93,51.07,144,865,270,783,414,1648,14.3,25.6,20.1,"75% or more P.O.C.","$38000 - $50000"
"06019002200","Census Tract 22, Fresno County, California",3617,39796,1242,174,32,68,74,1937,34.3,4.8,0.9,1.9,2,53.6,65.7,1598,469,1129,29.35,70.65,33,436,116,1013,149,1449,7,10.3,9.3,"50% - 75% P.O.C.","$38000 - $50000"
"06019002300","Census Tract 23, Fresno County, California",3559,28125,1117,105,34,16,0,2256,31.4,3,1,0.4,0,63.4,68.6,1284,438,846,34.11,65.89,53,385,58,788,111,1173,12.1,6.9,8.6,"50% - 75% P.O.C.","Less than $38000"
"06019002400","Census Tract 24, Fresno County, California",4401,27500,313,152,0,992,0,2934,7.1,3.5,0,22.5,0,66.7,92.9,1338,308,1030,23.02,76.98,76,232,193,837,269,1069,24.7,18.7,20.1,"75% or more P.O.C.","Less than $38000"
"06019002501","Census Tract 25.01, Fresno County, California",4720,32295,346,386,0,646,0,3247,7.3,8.2,0,13.7,0,68.8,92.7,1345,217,1128,16.13,83.87,77,140,247,881,324,1021,35.5,21.9,24.1,"75% or more P.O.C.","Less than $38000"
"06019002502","Census Tract 25.02, Fresno County, California",4577,20594,193,40,38,891,19,3367,4.2,0.9,0.8,19.5,0.4,73.6,95.8,1126,169,957,15.01,84.99,77,92,283,674,360,766,45.6,29.6,32,"75% or more P.O.C.","Less than $38000"
"06019002601","Census Tract 26.01, Fresno County, California",4971,31982,164,19,0,392,0,4357,3.3,0.4,0,7.9,0,87.6,96.7,1307,411,896,31.45,68.55,29,382,272,624,301,1006,7.1,30.4,23,"75% or more P.O.C.","Less than $38000"
"06019002602","Census Tract 26.02, Fresno County, California",3480,43450,464,262,0,130,0,2564,13.3,7.5,0,3.7,0,73.7,86.7,986,578,408,58.62,41.38,135,443,80,328,215,771,23.4,19.6,21.8,"75% or more P.O.C.","$38000 - $50000"
"06019002701","Census Tract 27.01, Fresno County, California",4209,29528,334,7,20,316,0,3523,7.9,0.2,0.5,7.5,0,83.7,92.1,1160,559,601,48.19,51.81,45,514,256,345,301,859,8.1,42.6,25.9,"75% or more P.O.C.","Less than $38000"
"06019002702","Census Tract 27.02, Fresno County, California",4891,24322,333,212,0,333,2,3881,6.8,4.3,0,6.8,0,79.3,93.2,1376,247,1129,17.95,82.05,26,221,353,776,379,997,10.5,31.3,27.5,"75% or more P.O.C.","Less than $38000"
"06019002800","Census Tract 28, Fresno County, California",4435,25114,140,166,44,813,0,3271,3.2,3.7,1,18.3,0,73.8,96.8,1282,371,911,28.94,71.06,103,268,251,660,354,928,27.8,27.6,27.6,"75% or more P.O.C.","Less than $38000"
"06019002903","Census Tract 29.03, Fresno County, California",3791,23596,630,313,0,788,0,1976,16.6,8.3,0,20.8,0,52.1,83.4,1170,296,874,25.3,74.7,62,234,208,666,270,900,20.9,23.8,23.1,"75% or more P.O.C.","Less than $38000"
"06019002904","Census Tract 29.04, Fresno County, California",3132,36884,393,261,15,725,0,1710,12.5,8.3,0.5,23.1,0,54.6,87.5,839,511,328,60.91,39.09,128,383,137,191,265,574,25,41.8,31.6,"75% or more P.O.C.","Less than $38000"
"06019002905","Census Tract 29.05, Fresno County, California",3046,38676,413,188,0,498,0,1894,13.6,6.2,0,16.3,0,62.2,86.4,916,262,654,28.6,71.4,39,223,119,535,158,758,14.9,18.2,17.2,"75% or more P.O.C.","$38000 - $50000"
"06019002906","Census Tract 29.06, Fresno County, California",5229,45279,524,383,45,1326,52,2881,10,7.3,0.9,25.4,1,55.1,90,1557,701,856,45.02,54.98,217,484,101,755,318,1239,31,11.8,20.4,"75% or more P.O.C.","$38000 - $50000"
"06019003001","Census Tract 30.01, Fresno County, California",3241,37635,265,402,38,1002,0,1451,8.2,12.4,1.2,30.9,0,44.8,91.8,884,404,480,45.7,54.3,114,290,90,390,204,680,28.2,18.8,23.1,"75% or more P.O.C.","Less than $38000"
"06019003003","Census Tract 30.03, Fresno County, California",4366,36036,620,357,8,1081,8,2250,14.2,8.2,0.2,24.8,0.2,51.5,85.8,1156,284,872,24.57,75.43,50,234,235,637,285,871,17.6,26.9,24.7,"75% or more P.O.C.","Less than $38000"
"06019003004","Census Tract 30.04, Fresno County, California",2412,52750,630,35,50,330,0,1320,26.1,1.5,2.1,13.7,0,54.7,73.9,722,521,201,72.16,27.84,81,440,34,167,115,607,15.5,16.9,15.9,"50% - 75% P.O.C.","$50000 - $68000"
"06019003102","Census Tract 31.02, Fresno County, California",7558,40838,2717,558,0,725,0,3182,35.9,7.4,0,9.6,0,42.1,64.1,2649,793,1856,29.94,70.06,210,583,127,1729,337,2312,26.5,6.8,12.7,"50% - 75% P.O.C.","$38000 - $50000"
"06019003103","Census Tract 31.03, Fresno County, California",5339,39474,1935,78,12,427,60,2735,36.2,1.5,0.2,8,1.1,51.2,63.8,2036,677,1359,33.25,66.75,7,670,171,1188,178,1858,1,12.6,8.7,"50% - 75% P.O.C.","$38000 - $50000"
"06019003104","Census Tract 31.04, Fresno County, California",4159,52347,1372,164,9,822,0,1561,33,3.9,0.2,19.8,0,37.5,67,1570,514,1056,32.74,67.26,60,454,69,987,129,1441,11.7,6.5,8.2,"50% - 75% P.O.C.","$50000 - $68000"
"06019003201","Census Tract 32.01, Fresno County, California",5151,51667,773,164,18,908,12,3148,15,3.2,0.3,17.6,0.2,61.1,85,1486,703,783,47.31,52.69,171,532,232,551,403,1083,24.3,29.6,27.1,"75% or more P.O.C.","$50000 - $68000"
"06019003202","Census Tract 32.02, Fresno County, California",5745,24981,1263,451,0,1071,0,2826,22,7.9,0,18.6,0,49.2,78,1654,557,1097,33.68,66.32,179,378,172,925,351,1303,32.1,15.7,21.2,"75% or more P.O.C.","Less than $38000"
"06019003301","Census Tract 33.01, Fresno County, California",3179,33555,712,280,42,144,0,1933,22.4,8.8,1.3,4.5,0,60.8,77.6,1057,538,519,50.9,49.1,88,450,29,490,117,940,16.4,5.6,11.1,"75% or more P.O.C.","Less than $38000"
"06019003302","Census Tract 33.02, Fresno County, California",4666,34805,838,422,9,200,0,3072,18,9,0.2,4.3,0,65.8,82,1500,552,948,36.8,63.2,75,477,238,710,313,1187,13.6,25.1,20.9,"75% or more P.O.C.","Less than $38000"
"06019003400","Census Tract 34, Fresno County, California",5456,30559,837,202,44,663,10,3503,15.3,3.7,0.8,12.2,0.2,64.2,84.7,1683,606,1077,36.01,63.99,83,523,258,819,341,1342,13.7,24,20.3,"75% or more P.O.C.","Less than $38000"
"06019003500","Census Tract 35, Fresno County, California",4901,43544,1526,212,142,153,0,2768,31.1,4.3,2.9,3.1,0,56.5,68.9,2093,1034,1059,49.4,50.6,54,980,25,1034,79,2014,5.2,2.4,3.8,"50% - 75% P.O.C.","$38000 - $50000"
"06019003600","Census Tract 36, Fresno County, California",4528,70880,2508,260,0,49,0,1675,55.4,5.7,0,1.1,0,37,44.6,1764,1060,704,60.09,39.91,74,986,91,613,165,1599,7,12.9,9.4,"25% - 50% P.O.C.","$68000 or more"
"06019003701","Census Tract 37.01, Fresno County, California",3462,41979,714,197,5,94,0,2380,20.6,5.7,0.1,2.7,0,68.7,79.4,1053,402,651,38.18,61.82,93,309,141,510,234,819,23.1,21.7,22.2,"75% or more P.O.C.","$38000 - $50000"
"06019003702","Census Tract 37.02, Fresno County, California",4581,42143,1050,363,16,576,0,2489,22.9,7.9,0.3,12.6,0,54.3,77.1,1520,688,832,45.26,54.74,73,615,117,715,190,1330,10.6,14.1,12.5,"75% or more P.O.C.","$38000 - $50000"
"06019003803","Census Tract 38.03, Fresno County, California",10542,67227,3072,320,0,2473,0,4441,29.1,3,0,23.5,0,42.1,70.9,2578,1925,653,74.67,25.33,712,1213,226,427,938,1640,37,34.6,36.4,"50% - 75% P.O.C.","$50000 - $68000"
"06019003804","Census Tract 38.04, Fresno County, California",6349,64898,1148,539,50,1107,0,3283,18.1,8.5,0.8,17.4,0,51.7,81.9,1642,1144,498,69.67,30.33,232,912,149,349,381,1261,20.3,29.9,23.2,"75% or more P.O.C.","$50000 - $68000"
"06019003805","Census Tract 38.05, Fresno County, California",7392,44167,834,569,194,1782,0,3726,11.3,7.7,2.6,24.1,0,50.4,88.7,2070,677,1393,32.71,67.29,146,531,335,1058,481,1589,21.6,24,23.2,"75% or more P.O.C.","$38000 - $50000"
"06019003807","Census Tract 38.07, Fresno County, California",3496,35476,576,179,0,409,0,2252,16.5,5.1,0,11.7,0,64.4,83.5,1090,430,660,39.45,60.55,161,269,109,551,270,820,37.4,16.5,24.8,"75% or more P.O.C.","Less than $38000"
"06019003808","Census Tract 38.08, Fresno County, California",5042,66298,822,455,39,760,0,2857,16.3,9,0.8,15.1,0,56.7,83.7,1463,1067,396,72.93,27.07,268,799,118,278,386,1077,25.1,29.8,26.4,"75% or more P.O.C.","$50000 - $68000"
"06019003809","Census Tract 38.09, Fresno County, California",5362,55587,951,439,0,1341,22,2299,17.7,8.2,0,25,0.4,42.9,82.3,1600,660,940,41.25,58.75,223,437,167,773,390,1210,33.8,17.8,24.4,"75% or more P.O.C.","$50000 - $68000"
"06019003810","Census Tract 38.10, Fresno County, California",5704,67719,1290,475,0,917,0,2917,22.6,8.3,0,16.1,0,51.1,77.4,1585,1151,434,72.62,27.38,175,976,221,213,396,1189,15.2,50.9,25,"75% or more P.O.C.","$50000 - $68000"
"06019003900","Census Tract 39, Fresno County, California",6477,61776,1573,55,0,1,43,4655,24.3,0.8,0,0,0.7,71.9,75.7,1673,782,891,46.74,53.26,116,666,430,461,546,1127,14.8,48.3,32.6,"75% or more P.O.C.","$50000 - $68000"
"06019004001","Census Tract 40.01, Fresno County, California",8458,64278,1716,59,0,447,0,6056,20.3,0.7,0,5.3,0,71.6,79.7,2186,1296,890,59.29,40.71,383,913,209,681,592,1594,29.6,23.5,27.1,"75% or more P.O.C.","$50000 - $68000"
"06019004002","Census Tract 40.02, Fresno County, California",7209,36554,601,0,12,173,0,6423,8.3,0,0.2,2.4,0,89.1,91.7,1927,913,1014,47.38,52.62,271,642,280,734,551,1376,29.7,27.6,28.6,"75% or more P.O.C.","Less than $38000"
"06019004100","Census Tract 41, Fresno County, California",3404,53750,700,73,14,330,0,2211,20.6,2.1,0.4,9.7,0,65,79.4,928,469,459,50.54,49.46,124,345,83,376,207,721,26.4,18.1,22.3,"75% or more P.O.C.","$50000 - $68000"
"06019004205","Census Tract 42.05, Fresno County, California",6153,48153,1091,1130,18,778,0,3047,17.7,18.4,0.3,12.6,0,49.5,82.3,2035,785,1250,38.57,61.43,83,702,285,965,368,1667,10.6,22.8,18.1,"75% or more P.O.C.","$38000 - $50000"
"06019004207","Census Tract 42.07, Fresno County, California",11921,76875,2072,784,0,2059,0,6677,17.4,6.6,0,17.3,0,56,82.6,3050,2370,680,77.7,22.3,534,1836,248,432,782,2268,22.5,36.5,25.6,"75% or more P.O.C.","$68000 or more"
"06019004208","Census Tract 42.08, Fresno County, California",7367,88304,3695,462,0,1206,0,1751,50.2,6.3,0,16.4,0,23.8,49.8,2446,2072,374,84.71,15.29,271,1801,52,322,323,2123,13.1,13.9,13.2,"25% - 50% P.O.C.","$68000 or more"
"06019004210","Census Tract 42.10, Fresno County, California",3702,52095,1288,454,9,292,0,1588,34.8,12.3,0.2,7.9,0,42.9,65.2,1480,444,1036,30,70,15,429,63,973,78,1402,3.4,6.1,5.3,"50% - 75% P.O.C.","$50000 - $68000"
"06019004211","Census Tract 42.11, Fresno County, California",6982,68880,2675,255,76,749,0,3123,38.3,3.7,1.1,10.7,0,44.7,61.7,2235,1617,618,72.35,27.65,117,1500,260,358,377,1858,7.2,42.1,16.9,"50% - 75% P.O.C.","$68000 or more"
"06019004212","Census Tract 42.12, Fresno County, California",12379,48297,3489,2082,0,1990,0,4490,28.2,16.8,0,16.1,0,36.3,71.8,4590,1320,3270,28.76,71.24,171,1149,239,3031,410,4180,13,7.3,8.9,"50% - 75% P.O.C.","$38000 - $50000"
"06019004213","Census Tract 42.13, Fresno County, California",3324,68909,1587,32,62,159,0,1390,47.7,1,1.9,4.8,0,41.8,52.3,1299,681,618,52.42,47.58,37,644,26,592,63,1236,5.4,4.2,4.8,"50% - 75% P.O.C.","$68000 or more"
"06019004214","Census Tract 42.14, Fresno County, California",4570,79620,2751,113,0,390,0,1277,60.2,2.5,0,8.5,0,27.9,39.8,1897,1364,533,71.9,28.1,47,1317,18,515,65,1832,3.4,3.4,3.4,"25% - 50% P.O.C.","$68000 or more"
"06019004215","Census Tract 42.15, Fresno County, California",4557,63934,1652,265,0,709,0,1639,36.3,5.8,0,15.6,0,36,63.7,1412,1103,309,78.12,21.88,92,1011,97,212,189,1223,8.3,31.4,13.4,"50% - 75% P.O.C.","$50000 - $68000"
"06019004216","Census Tract 42.16, Fresno County, California",3454,79255,1087,290,0,287,0,1645,31.5,8.4,0,8.3,0,47.6,68.5,1222,878,344,71.85,28.15,75,803,67,277,142,1080,8.5,19.5,11.6,"50% - 75% P.O.C.","$68000 or more"
"06019004301","Census Tract 43.01, Fresno County, California",4129,124632,2882,97,0,361,0,731,69.8,2.3,0,8.7,0,17.7,30.2,1769,1480,289,83.66,16.34,69,1411,0,289,69,1700,4.7,0,3.9,"25% - 50% P.O.C.","$68000 or more"
"06019004302","Census Tract 43.02, Fresno County, California",5243,89179,3349,56,0,760,0,965,63.9,1.1,0,14.5,0,18.4,36.1,2073,1845,228,89,11,129,1716,16,212,145,1928,7,7,7,"25% - 50% P.O.C.","$68000 or more"
"06019004303","Census Tract 43.03, Fresno County, California",4526,92860,3172,56,49,201,17,860,70.1,1.2,1.1,4.4,0.4,19,29.9,1869,1517,352,81.17,18.83,78,1439,26,326,104,1765,5.1,7.4,5.6,"25% - 50% P.O.C.","$68000 or more"
"06019004404","Census Tract 44.04, Fresno County, California",3152,36202,681,119,22,108,0,1990,21.6,3.8,0.7,3.4,0,63.1,78.4,1108,162,946,14.62,85.38,29,133,93,853,122,986,17.9,9.8,11,"75% or more P.O.C.","Less than $38000"
"06019004405","Census Tract 44.05, Fresno County, California",3663,124107,2287,108,0,321,0,829,62.4,2.9,0,8.8,0,22.6,37.6,1421,1159,262,81.56,18.44,74,1085,23,239,97,1324,6.4,8.8,6.8,"25% - 50% P.O.C.","$68000 or more"
"06019004406","Census Tract 44.06, Fresno County, California",5328,62897,2843,284,2,605,2,1498,53.4,5.3,0,11.4,0,28.1,46.6,2316,1147,1169,49.53,50.47,130,1017,0,1169,130,2186,11.3,0,5.6,"25% - 50% P.O.C.","$50000 - $68000"
"06019004408","Census Tract 44.08, Fresno County, California",3566,75000,1800,220,97,232,0,997,50.5,6.2,2.7,6.5,0,28,49.5,1662,473,1189,28.46,71.54,40,433,48,1141,88,1574,8.5,4,5.3,"25% - 50% P.O.C.","$68000 or more"
"06019004409","Census Tract 44.09, Fresno County, California",3232,61202,1564,106,67,163,0,1133,48.4,3.3,2.1,5,0,35.1,51.6,1293,711,582,54.99,45.01,45,666,65,517,110,1183,6.3,11.2,8.5,"50% - 75% P.O.C.","$50000 - $68000"
"06019004503","Census Tract 45.03, Fresno County, California",5176,60643,2807,234,15,518,0,1574,54.2,4.5,0.3,10,0,30.4,45.8,2160,1054,1106,48.8,51.2,31,1023,117,989,148,2012,2.9,10.6,6.9,"25% - 50% P.O.C.","$50000 - $68000"
"06019004504","Census Tract 45.04, Fresno County, California",5245,43839,2254,691,0,700,0,1572,43,13.2,0,13.3,0,30,57,2092,712,1380,34.03,65.97,93,619,87,1293,180,1912,13.1,6.3,8.6,"50% - 75% P.O.C.","$38000 - $50000"
"06019004505","Census Tract 45.05, Fresno County, California",5425,42946,1806,390,21,502,0,2602,33.3,7.2,0.4,9.3,0,48,66.7,2124,540,1584,25.42,74.58,30,510,72,1512,102,2022,5.6,4.5,4.8,"50% - 75% P.O.C.","$38000 - $50000"
"06019004506","Census Tract 45.06, Fresno County, California",3254,87692,2471,90,14,201,0,375,75.9,2.8,0.4,6.2,0,11.5,24.1,1476,1051,425,71.21,28.79,17,1034,9,416,26,1450,1.6,2.1,1.8,"Less than 25% P.O.C.","$68000 or more"
"06019004601","Census Tract 46.01, Fresno County, California",3136,68857,1548,39,35,80,0,1354,49.4,1.2,1.1,2.6,0,43.2,50.6,1150,881,269,76.61,23.39,99,782,60,209,159,991,11.2,22.3,13.8,"50% - 75% P.O.C.","$68000 or more"
"06019004602","Census Tract 46.02, Fresno County, California",2837,86979,1511,91,0,129,0,958,53.3,3.2,0,4.5,0,33.8,46.7,1092,940,152,86.08,13.92,73,867,0,152,73,1019,7.8,0,6.7,"25% - 50% P.O.C.","$68000 or more"
"06019004701","Census Tract 47.01, Fresno County, California",6923,37371,1610,1454,65,594,0,3079,23.3,21,0.9,8.6,0,44.5,76.7,2349,791,1558,33.67,66.33,88,703,323,1235,411,1938,11.1,20.7,17.5,"75% or more P.O.C.","Less than $38000"
"06019004703","Census Tract 47.03, Fresno County, California",4130,41827,961,687,0,115,0,2302,23.3,16.6,0,2.8,0,55.7,76.7,1226,649,577,52.94,47.06,139,510,151,426,290,936,21.4,26.2,23.7,"75% or more P.O.C.","$38000 - $50000"
"06019004704","Census Tract 47.04, Fresno County, California",5345,23175,672,690,83,300,15,3502,12.6,12.9,1.6,5.6,0.3,65.5,87.4,1647,529,1118,32.12,67.88,60,469,180,938,240,1407,11.3,16.1,14.6,"75% or more P.O.C.","Less than $38000"
"06019004801","Census Tract 48.01, Fresno County, California",4811,38114,1029,440,0,122,0,3025,21.4,9.1,0,2.5,0,62.9,78.6,1586,355,1231,22.38,77.62,54,301,198,1033,252,1334,15.2,16.1,15.9,"75% or more P.O.C.","$38000 - $50000"
"06019004802","Census Tract 48.02, Fresno County, California",4448,27358,936,538,35,77,0,2806,21,12.1,0.8,1.7,0,63.1,79,1501,492,1009,32.78,67.22,106,386,206,803,312,1189,21.5,20.4,20.8,"75% or more P.O.C.","Less than $38000"
"06019004901","Census Tract 49.01, Fresno County, California",4057,51250,1550,287,21,82,0,2028,38.2,7.1,0.5,2,0,50,61.8,1471,596,875,40.52,59.48,57,539,117,758,174,1297,9.6,13.4,11.8,"50% - 75% P.O.C.","$50000 - $68000"
"06019004902","Census Tract 49.02, Fresno County, California",2233,69563,790,213,6,70,26,1094,35.4,9.5,0.3,3.1,1.2,49,64.6,727,477,250,65.61,34.39,46,431,108,142,154,573,9.6,43.2,21.2,"50% - 75% P.O.C.","$68000 or more"
"06019005000","Census Tract 50, Fresno County, California",4548,60886,1781,266,0,150,0,2129,39.2,5.8,0,3.3,0,46.8,60.8,1522,762,760,50.07,49.93,113,649,93,667,206,1316,14.8,12.2,13.5,"50% - 75% P.O.C.","$50000 - $68000"
